"date","X01","X02","X03","X04","X05","X06","X07","X08","X09","X10","X11","X12","X13","X14","X15","X16","X17","X18"
"2003-03-26 00:00:00.000 UTC","3.67125178392526","4.90512994596044","3.6395542144762","-1.52754320385532","6.36531993279868","4.42052778979049","-2.51327000853861","5.18654336774414","-1.72870082796961","-10.3656543809544","3.52345034888579","6.24888579009066","-7.37213290725443","-5.50363702313376","-0.0233565044924998","-1.39300298448655","-12.075736209234","0.679497618384988"
"2003-03-27 00:00:00.000 UTC","-0.211932889411856","3.18352843569399","-11.6400870760002","0.966573498584217","-2.54962171717988","1.50511004585929","-14.9428390157102","2.76132506828754","-2.67933318336433","4.75140091607994","-1.45230602630953","2.13202335799602","-4.46001315152661","-2.69876691279505","-6.30385839979896","-5.36075432690367","-9.38204246936144","5.83712076780896"
"2003-03-29 00:00:00.000 UTC","-0.14102079462334","1.7412253746305","-6.07215826621347","3.22803861880101","-0.496646979170144","0.728680256979208","-12.3161523453834","0.47408399438537","-1.40614778236367","1.7687529053292","-3.71196529345456","1.44968013036557","-7.41601956071875","-5.52689205719856","0.0888713500062232","-3.40954644003248","-9.85684535586146","4.5020261623659"
"2003-03-31 00:00:00.000 UTC","-8.63209739806229","-6.8742580698092","6.77172188152355","-1.88582026991427","6.49629942112246","0.847094373581902","-1.09299123530266","5.01850166031246","-2.5930352516051","-8.48727186349029","4.37569031025194","-0.726454566565224","3.84283943930636","6.71972710296996","6.75569403202679","3.42181675124844","-11.2747099426152","-0.788736285717701"
"2003-04-01 00:00:00.000 UTC","-5.90375319264238","-2.80192354365939","0.593624083206923","-2.53346051593794","0.0704254892953573","-4.21077282972789","-4.35906383256732","0.124810462633172","-0.652810553384405","-4.86516967443289","4.15194165333024","-1.99321075473278","0.672926587248157","12.1608541261281","1.65165795101105","1.99885506871264","1.54569442166708","3.18573736961496"
"2003-04-02 00:00:00.000 UTC","-1.09851229350951","-7.27850720808535","-1.92837410578469","-5.49290465752806","7.97934731761344","0.665915985912644","1.52324521602446","9.96458522914157","0.150925085707617","-1.10822945105168","3.37231986285707","-9.52068534974343","5.44119653996074","11.8924761117891","1.07492765054977","3.99144645392237","-5.00296843506473","0.185360060984125"
"2003-04-03 00:00:00.000 UTC","-2.07865914175483","-2.33271975297608","0.683972893640486","-6.06461678667224","3.19949176204656","1.23405268847796","2.06882604150619","-0.81760504020424","0.283401890752511","-0.294347913161876","3.57335163650671","0.913915521714577","6.17752357348429","8.84790129662011","-2.35604964517716","3.68103666906435","4.6881198270194","-2.1638262970893"
"2003-04-05 00:00:00.000 UTC","-7.37799989269699","-2.34094139488926","5.55025937914289","-9.37906674030758","15.406349463598","4.36846197363101","0.856552670036579","9.89648704228009","3.38811449357434","-10.3990908076583","3.45202081900045","-3.9832169731814","-5.90458935866793","4.0715506218218","-2.47617973434735","3.61419718288597","-7.50248222439291","3.27969034493787"
"2003-04-07 00:00:00.000 UTC","-5.83136848346252","1.27642067914101","-0.639097987207577","-13.1298534348813","14.8120045344303","0.246647978276241","8.07944417961002","14.4136514160733","-4.97931084347029","-7.20561809979622","7.96108153083524","5.35834954555849","7.67952136674824","7.87254545971552","-0.537693844172516","5.81044877886131","-6.23656509243819","-8.17056164843318"
"2003-04-08 00:00:00.000 UTC","-8.4851779266351","2.79892007740677","6.07103282409641","-3.97693252195164","12.378780082024","-2.00231638000488","-6.72935088784614","0.925195654952841","4.60463991919052","-7.70131435814709","-4.08513223545221","-1.32845272420115","-12.6237537895515","-4.07954495063022","0.413081374403972","-0.0924143742577718","-11.4449555111032","0.521093205136935"
"2003-04-09 00:00:00.000 UTC","-6.99611597481516","-0.643052660247373","-0.7677818155992","4.06839653169256","2.45248572786166","2.6922864060903","-0.334873456847561","-3.93034856438139","6.79985962491147","-6.67381034421686","0.624310995366421","-1.95113070959638","-13.0017266390189","-4.20221371819614","-1.47463440533361","0.330284454524312","4.39615064829533","8.43608514462862"
"2003-04-10 00:00:00.000 UTC","-9.8290824922402","-4.17530267010377","-1.83683438801747","-6.04915616552667","-1.30857842645534","-5.7504537409242","-6.33503061068454","6.91642204428962","3.33656978587243","14.8554983715901","-7.53798627933142","-11.9199457349878","-11.5089164055701","6.96828769752799","2.07934495176161","0.0936093116636753","-1.50569680758769","9.7010470823673"
"2003-04-12 00:00:00.000 UTC","-13.6131396488168","-4.80498869174088","0.544764659571","4.4933830435724","4.49782751321766","-5.54204052131315","2.93271136284035","-11.0198717585306","2.25999176955786","-1.69005396014467","-6.34084920883119","-6.40478612899322","9.19230534547927","0.790428293568545","10.9476155129248","6.65192026738482","2.71805992224104","-0.505377198401327"
