"date","AUD","CAD","CHF","CZK","DKK","GBP","HKD","IDR","JPY","KRW","MXN","MYR","NOK","NZD","PHP","PLN","RON","RUB","SEK","SGD","THB","TRY","USD"
"2000-01-04 00:00:00.000 UTC",0.0213398163309206,0.0243294621475459,0.000623130628338464,0.00572354430458422,0.000335947004160619,0.0079732522542153,0.0198589872838948,0.0183135559805265,0.0300075239825564,0.0150611812141417,0.0139288667385844,0.019740365276145,0.0108562625577977,0.0211902697990579,0.0139532577247161,0.0139573582461872,0.0315126665210282,0.0215497466742738,0.00809390973530499,0.0164422914038154,0.0246014704335051,0.0113302713701481,0.0210843799769048
"2000-01-05 00:00:00.000 UTC",0.00610494741894285,0.00859976634284304,0.00043596052133843,0.00184555260559405,0.000201514042852402,0.00443740823212335,0.00532240266571904,0.0235076419728504,0.0136949893897818,0.0160798870472707,0.0154364592879332,0.00521755806258173,0.00684766676722282,0.0106295552601782,0.0156122693274887,0.00479718733029877,0.00639587771129713,-0.00207553904371771,0.00231709540036151,0.00654858213469611,0.00859210996169457,0.00537158582982267,0.00609492526749649
"2000-01-06 00:00:00.000 UTC",0.0034809060178409,0.00172436705414897,0.00049800797842009,-0.00259024669486863,-4.02995600685685e-05,-0.0034848760121427,0.00265061589988136,0.00770754658185169,0.0127744030942063,0.0133617981329524,0.00787041099676644,0.00266190216881723,-0.000365652999381627,0.00539731445171943,0.0121980386954688,-0.000797934799436462,0.00110587441165777,0.00741047929575434,0.000347101704283315,0.00766331761916839,0.0138101353599316,0.000621060449142563,0.00192715419058314
"2000-01-07 00:00:00.000 UTC",-0.00570235341038616,-0.005381893991043,0.000684356265238828,-0.00597760185888063,-6.71695426679442e-05,-0.00636742043086891,-0.0101074378093093,-0.0129768713302987,-0.00581155641477693,-0.0189552642853021,-0.0139615328662481,-0.0101275707224746,-0.00103674349886784,-0.00609910404390912,-0.0156624954266005,-0.0164756952051994,-0.00941258072984419,-0.00910799637794479,5.78385725598096e-05,-0.0113416169058059,-0.0166061261325829,-0.00124971429504284,-0.0100620043968589
"2000-01-10 00:00:00.000 UTC",-0.00964093660587773,-0.00916915703490961,0.000621735906623233,-0.00108310779178389,0.000161199323311934,-0.00207817195726928,-0.0070093891412446,-0.010651371780444,-0.00770841987333259,-0.0100372078740119,-0.0197011766844968,-0.00708385488840513,-0.000549299656766866,-0.00800507736064626,-0.0064556130336868,-0.00790764208749417,-0.00495327368887943,0.0178313370706764,0.00138712309838285,-0.00710284457208665,-0.0103868571250465,-0.00453475384060842,-0.00536246592877277
"2000-01-11 00:00:00.000 UTC",0.00492785228124065,0.0060329985908214,0.00024858616745993,-0.000528093179025024,-5.37302205754209e-05,0.000320000002730636,0.00393080786185651,0.0179138768610159,0.0147149941257769,0.0151458956328812,0.00870239464174638,0.00398442746579386,0.00213447252863253,0.00418674474720926,0.0150465662356174,0.00482391287633344,0.00293231889796919,0.0232287664743422,0.000577400558798402,0.00938148188181231,0.0163358350285367,0.00216971204454597,0.00263607670344403
"2000-01-12 00:00:00.000 UTC",-0.000702493882068778,0.00360240549686136,0.000310645835184253,0.000528093179025024,0.000120888936794294,0.000319897635485511,0.00430237293801206,-0.00272348483968088,0.00229410515846862,0.00254034741395603,0.00612763339995892,0.00427520651162316,0.00103510223264669,0.000805071996789142,0.000597178944497401,0.00165061935688349,0.00477986995345536,0.00313401199435681,0.00121145706933268,0.00291375497522506,-0.000338915963728148,0.00397461459862503,0.00505739261180428
"2000-01-13 00:00:00.000 UTC",-0.0130535885623314,-0.00802304230068773,0.000807227837307523,0.00446373614999818,-4.02946884934252e-05,0.000319795333713568,-0.00189876637269881,-0.00224131383039605,-0.00192669448105498,-0.00979752114605237,0.00100062292015268,-0.00189214815203798,-0.00445244857416816,-0.0119919467795303,-0.00313318681114483,-0.00203376112402265,-0.00074203639382997,-0.00154203602995651,-0.00288683803258083,-0.00268034189136201,-0.00402921070713891,-0.000727047642847034,-0.00310921354248136
"2000-01-14 00:00:00.000 UTC",-0.0076668558254458,-0.00524970918941453,0.00117862362826798,-0.00252053258486162,-1.34319236533287e-05,-0.00545047838599166,-0.00537854772293977,-0.0120192450228434,-0.00774411540507458,-0.0147090671696306,-0.0117332598992892,-0.00541492090814266,-0.005270911933557,-0.00254842135882827,-0.00540444478833058,-0.00208590650694207,-0.00446381865658896,-0.0084709466374675,-0.00283720985899949,-0.000525256074406566,-0.0056798053775573,-0.00330355865457177,-0.0049753773187718
"2000-01-17 00:00:00.000 UTC",-0.00785755745229533,-0.0114015486888654,0.000371908514793073,-0.00205435790304875,-0.000282112080969732,-0.00661239406328329,-0.0115057153556259,0.000975327033511775,-0.0209490500368252,-0.0150698945225773,-0.0173314202475208,-0.0114911070595585,-0.00492824258714331,-0.00639961226748642,-0.012749524325697,-0.00848422742107147,-0.0147006241995955,-0.00897464827238581,-0.006865681242751,-0.0124531684542059,-0.012041576855673,-0.00240699246817533,-0.0128945140107947
"2000-01-18 00:00:00.000 UTC",0.000657159779186567,-0.00170782567041661,-0.000309914156259861,-0.00016675467646543,0.000147782920593809,-0.00097134538963195,-0.00182013784013035,-0.00198029460684879,0.00574849625215368,0.00336659111641069,0.00130193313435445,-0.0019020081032628,0.00123433947659812,0.00384467986080972,-0.0031028231243484,-0.00232642780317782,0.000270204546484409,-0.00424731895679376,0.000758703237538239,-0.00254490712322919,-0.00412064653061694,-0.000407465128886786,-9.90736613481809e-05
"2000-01-19 00:00:00.000 UTC",0,0.00143476948741061,-0.000682149417168432,0.00371757953468554,1.3433728061063e-05,-0.000323991579053107,0.00176926990599302,0.0142599810354369,0.00534184298229157,0.00724107238536931,-0.000703253362877021,0.00174581504832982,-0.00383142231155587,0.000920527834256779,0.00665799281722323,0.00575770895826122,0.00027013155570943,0.00105659733555674,0.0015156817638724,0.00419858101767889,0.00460711273345371,0.000306067103526542,0.00118823659886176
"2000-01-20 00:00:00.000 UTC",-0.00263123425062339,-0.0015031432182499,0.00167353682100174,-0.000664819969085073,0.000147759099207168,-0.00731770075739679,-0.00178200981439325,-0.00450842176803334,-0.00515392604102693,-0.0079892031935227,-0.00401906966239007,-0.00169365700946034,0.0013612178812652,0.000357754328810023,-0.00304303077009793,-0.00544235484937339,-5.40204737726757e-05,-0.00265921181278994,0.000873387927072589,-0.00313248283568124,-0.00740982899970088,-0.00115231390472204,-0.00158462942934214
"2000-01-21 00:00:00.000 UTC",0.002171267754358,-0.00123152724924652,-0.00279078602169497,-0.00152521486563195,5.37251689110008e-05,-0.0022875826969293,0.000751377029205358,-0.00292512952656132,-0.00858617342648937,0.00227785522862334,0.00312617025383277,0.00080810191694769,-0.00117548811753698,0.00270456623920046,0.000926061381188781,0.000533449735014013,0.000756021204602608,0.00102014270024409,-0.000523941214139789,0.00118322205131371,-0.0013883099093106,0.00208985356543867,0.000792628595941879
"2000-01-24 00:00:00.000 UTC",0.00524419425393235,-0.010114649138055,0.00210931277412152,-0.00439451116067779,2.68615020972973e-05,-0.00837787241097687,-0.00560432960811141,-0.00614632761737255,9.47552945227415e-05,-0.00835400215717819,-0.00384330343931971,-0.00577530253018566,-0.0039075875430914,0.00771616600653224,-0.00971748825809371,-0.00376447031646054,-0.00568414035498976,-0.00809252971317509,-0.00320784154230713,-0.00142003455612061,-0.00384722726435394,-0.0013124394880718,-0.00695689548039581
"2000-01-25 00:00:00.000 UTC",-0.00130847254520772,-0.00110711331540736,-0.000930030758049094,-0.000418205902798618,-0.000241779498276529,0.00345821670295682,-0.00280756817135774,0.00398798548311952,0.00142025304373394,-0.000398711723418543,0.00611075908795211,-0.0028344987745903,-0.000497295963502786,-0.00827688986473074,-0.00258598540800792,0.00790115598560659,-0.00124942298351471,-0.000213296036474464,-0.00544768942384177,-0.00225252021737898,-0.00150015029633588,-0.000335174379871961,-0.00189668137717829
"2000-01-26 00:00:00.000 UTC",0.000458160167715882,-0.0027037348787195,-0.00031020256476072,-0.00209365698642605,-0.000107476321726363,0.0018066852249492,0.00110345546693136,0.0078327879216058,0.00330610039956891,0.00148771335829956,-0.000524416860482546,0.00105075138384625,0.00341392591280476,0.00488302089272985,0.00229078245383452,-0.00060371163736983,0.00260572320499275,0.00244841769842985,0.0031667866014784,0.00609379196780846,0.00586722023335096,0.000976222098308499,0.00109851711251602
"2000-01-27 00:00:00.000 UTC",0.000457950353101644,-0.00515034546055726,-0.00018616773766883,-0.000642934037549114,1.34351719367487e-05,-0.000820815937080388,-0.00600671932677121,-0.00460311833742466,-0.00576915583196591,-0.00816534152545945,-0.00705384883859184,-0.00600412611104084,0.00154794000135672,-0.00554610015499368,-0.00971637534719072,-0.00554702452999289,-0.00184501897356926,-0.0066361238949324,-0.000468521238438768,-0.0086488306435144,-0.00836083650220543,-0.00247228772548558,-0.00430108189939058
